,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
item_33023,-0.28192872,0.3736723,-0.19921818,0.069546625,0.19605552,0.616155,0.21180102,0.5525388,-0.44335827,-0.5019266,0.07723387,0.881941,-0.3788592,-0.19646032,-0.35125136,0.14756054,0.22122008,0.40367377,0.58350796
item_33024,0.66719884,-0.28095624,0.44757867,0.080884196,-0.28427112,0.46045536,-0.04294131,0.4913701,-0.0786299,-0.42132357,0.09938461,0.83148474,-0.8418782,-0.63514066,-0.3407654,0.096883655,-0.4615661,0.12844558,-0.2533718
item_33025,0.282652,-0.2510867,-0.2248554,-0.224095,-0.46777654,-0.9094897,0.7330895,-0.08056845,0.14191234,0.14267378,0.643855,0.01921872,0.29487556,-0.40404674,-0.27834913,0.27080384,0.14987175,0.21820106,0.26320067
item_33026,0.59832805,-0.13051987,0.37198624,-0.06882397,0.2393211,0.24608403,0.5413002,0.24469352,0.37178355,0.1133262,0.48424995,-0.4391215,0.042462166,-0.2695499,0.24707353,1.2417213,0.6812803,0.4053331,-0.14154585
item_33027,0.097559005,-0.1355546,-0.05285615,0.42700037,0.070212185,-0.027304873,0.33436695,-0.11408583,-0.17343503,-0.06754639,-0.14360344,0.4569928,-0.67703885,-0.8475441,0.22444096,-0.12246317,-0.12799875,-0.14265127,0.15107657
item_33028,0.20750687,0.30211166,-0.13177958,-0.10362654,-0.40845767,0.25024235,0.32979333,0.64614373,0.30801374,-0.2743238,-0.060087007,-0.04031262,-0.40852097,-0.6583363,0.36601305,0.63981587,-0.44641644,0.41086268,0.20357853
item_33029,0.15325293,-0.00015563732,-0.07504803,-0.13470834,0.23781484,-0.15624513,0.21337762,0.13995281,-0.27919373,-0.066411994,-0.4301879,0.013467245,-0.33420444,-0.08878075,-0.58606213,0.97807133,0.24047263,-0.28001934,-0.37468046
item_33030,0.28916773,-0.25705406,-0.0756267,-0.22121942,0.03693792,-0.5316859,0.28521585,0.28562203,0.20262459,0.0937383,0.20194747,-0.16544499,0.046825934,-0.34555545,-0.34158558,0.4898466,0.2721767,-0.0866963,-0.05336686
item_33031,0.521043,0.09622887,-0.63997155,0.4198221,0.25599694,-0.43382233,0.39493117,-0.070944384,0.13429953,0.22639975,0.37409618,0.74769557,-0.31124565,0.29977033,0.15721759,0.2949462,0.48996416,-0.08080657,-0.21990107
item_33032,-0.09172018,0.44664055,-0.3795775,-0.5227812,0.11122644,-0.16751212,0.58865064,-0.426223,-0.3404871,-0.1908712,0.42888376,0.31094575,-0.20107819,-0.034533173,-0.75197494,0.536451,0.48641562,-0.62491065,-0.42512405
item_33033,0.3240249,0.14073642,-0.46142972,0.096696146,0.17163578,0.19072513,0.40705547,0.31724367,0.22248922,-0.16503197,-0.0657055,0.36720517,-0.8623548,-0.31644163,-0.31273505,0.094731435,-0.21792649,0.17692259,-0.038025483
item_33034,0.6627559,-0.20246594,-0.44812527,0.37329948,0.24532917,-0.17863244,0.06819422,0.24951424,0.4375882,-0.15157641,0.0070299073,0.2062259,-0.5961279,-0.4658958,0.0041331435,-0.15001263,-0.38658822,0.82459867,-0.14183459
item_33035,0.10985859,-0.004085396,0.31177133,0.32732812,0.7641985,-0.087921545,0.41419965,0.38537076,-0.5076457,0.14488174,0.041453082,-0.18898766,-0.10979899,0.0682582,0.011125014,0.76067555,0.76904666,0.0016673998,0.521284
item_33036,0.49249217,0.05885476,-0.1445343,-0.067910515,0.47554395,0.20153205,0.32918683,0.36928925,0.23921177,0.2164297,-0.1054665,0.09743107,-0.53751296,-0.32417917,-0.3689082,0.341009,0.4001223,0.23735966,-0.54114014
item_33037,0.423395,-0.11272863,-0.042725284,0.09873695,0.34014875,-0.16818751,0.5122638,0.12075896,-0.06733609,0.32666367,0.12199933,-0.29567382,0.21013986,-0.38728768,-0.3622439,0.75517946,0.25034103,0.20089656,0.14362906
item_33038,0.33280745,-0.33585396,-0.07263266,0.07625757,0.28194332,0.32094675,-0.056842122,0.33149996,0.3422602,-0.48174205,-0.32968134,0.30000445,-1.108137,-0.9128984,-0.15917122,-0.18406111,-0.16072197,0.2372349,0.2957899
item_33039,-0.10955424,-0.41949117,-0.3559442,-0.3321748,-0.05256432,0.1601537,0.5267212,0.095094465,-0.03460016,-0.54371244,-0.28738993,0.4081032,-0.77120286,-0.2554251,-0.23593742,0.07080807,0.12805848,0.4658936,-0.30867407
item_33040,0.081223026,-0.025839273,-0.118413575,-0.045805838,0.14794183,-0.2960364,0.08585207,0.20403579,-0.2213124,0.4790109,0.7043814,0.6604652,0.31924698,0.018587241,-0.25547126,0.59327143,0.6918845,-0.038804207,-0.39545706
item_33041,1.4382166,0.052845616,-0.22501412,0.007771254,-0.5132002,-0.12639518,0.62389886,0.5943565,-0.6256377,0.47009277,-0.038493704,-0.49380058,0.038659528,-0.6550088,-0.45818678,0.9249885,0.025832964,0.08547066,-0.24512063
item_33042,0.38997203,0.50057113,-0.2698689,-0.07165313,0.065848485,-0.12155378,1.0746208,0.44986486,-0.111453086,0.17111784,-0.048957165,0.40759885,0.14559181,-0.32168508,-0.04990233,0.039251324,0.57906514,-0.25467128,-0.056973424
item_33043,0.24570484,0.3604949,-0.46769723,0.24236338,0.5108946,0.2574125,-0.09616232,0.22469883,-0.17855848,-0.09083848,-0.2388836,1.2998489,-0.54057026,0.36632195,0.0720893,0.8316463,-0.032235105,0.48672512,-0.07436001
item_33044,0.21882263,0.45623314,-0.58418214,0.33664328,0.017548164,0.043654267,0.25226462,0.8585796,0.09977391,-0.24904542,-0.06674791,0.4444378,-0.5380135,-0.33657426,-0.028391631,0.52207917,-0.59512895,0.34594032,0.054880723
item_33045,1.0190299,0.05335932,-0.026428372,0.0051686387,0.05223736,0.18641727,0.6197005,0.389216,0.23422332,0.34983015,-0.14502129,-0.12107131,0.10372295,-0.7002305,0.3647837,0.48361573,-0.09020917,0.39069274,0.15951915
item_33046,0.101094,-0.13452561,-0.049706683,0.072189875,0.27843836,-0.28445417,0.5167732,0.04525422,0.29536244,0.16486071,-0.36475864,0.94727826,0.581655,-0.23551792,0.03471174,0.0928861,0.9406314,-0.07238317,0.21952543
item_33047,0.017271668,-0.06362288,-0.21840341,0.14965834,0.12361313,0.5070908,-0.1486444,0.1074516,-0.33610827,-0.497993,-0.065175675,0.2983015,-0.38912907,-0.6130125,-0.35619766,0.18547243,-0.13990629,0.18805674,0.4954395
item_33048,0.021446852,0.22686404,0.03235077,-0.06383154,-0.021078348,0.5335948,-0.031752016,0.35767567,-0.41030928,-0.26610413,-0.5610544,0.28777337,-0.71931607,-0.41600347,-0.12130786,-0.2652332,0.13842689,0.51954764,0.26669383
item_33049,-0.015235002,-0.0123725,-0.19924012,-0.053317245,-0.043357402,0.65430355,0.21772778,0.4093618,-0.46735153,-0.3456775,0.083661646,0.48127282,-0.14062434,-0.5444995,-0.36661938,0.41824985,-0.62973917,0.29949886,0.3785182
item_33050,0.085013814,-0.37728548,0.05963941,-0.3979425,0.016051156,-0.19358838,0.2186174,0.31013831,-0.27057105,0.073979884,-0.09571119,0.3228904,-0.3318849,0.3343584,-0.6353635,0.36732972,0.9979362,-0.0656886,-0.17258207
item_33051,0.14578952,0.024556639,0.030051438,-0.34827825,0.17334725,-0.32213786,-0.11855659,0.08020693,-0.07561872,0.05968139,-0.07917785,0.8010172,0.1262239,-0.61198705,-0.0906506,0.59190655,1.0198586,-0.012839758,-0.31828594
item_33052,0.21282218,0.07628143,-0.41622266,0.038725045,-0.08873593,0.35596302,-0.3072352,0.41531414,-0.282295,-0.29922774,0.06605827,0.71547794,-0.51933014,-0.26444378,-0.023647511,0.4852272,0.18281086,0.2799083,0.009771956
item_33053,-0.060004562,-0.015983485,-0.27515867,0.10716532,-0.15435804,0.55427676,0.050230075,0.4874927,-0.25844648,-0.109938174,-0.23080426,0.1865377,-0.5610109,-0.10486142,-0.15752445,0.04311549,0.14365277,0.13599169,0.23873478
item_33054,0.03322604,0.23297586,-0.3102717,0.10673945,0.5076965,0.56609374,0.3504177,0.26703233,-0.5663762,-0.1805557,-0.15276225,0.8201961,-0.22772451,0.23091498,-0.72626954,-0.009156585,0.18815835,-0.086262956,0.14383563
item_33055,0.20550361,0.4883066,0.32130918,0.075767905,-0.32379338,-0.2875564,0.19616802,0.041878164,0.04698009,0.33290228,-0.6643156,0.22777286,0.19786486,-0.5129126,-0.30253085,0.9202393,0.11908387,0.048484556,0.17725345
item_33056,-0.044751395,0.38609448,0.55155236,0.53019744,-0.7366429,-0.031542778,0.23333168,-0.12920456,0.44293952,0.3666593,-0.23247515,0.19919552,-0.25013074,-0.30958766,-0.09813671,0.9717169,0.271125,-0.32696816,0.3475334
item_33057,-0.33206695,-0.10002915,0.30733588,-0.1320966,-0.53423256,-0.19608961,0.51840025,0.06810502,-0.10379488,0.2827975,-0.3605034,0.6065373,-0.15622504,-0.4361602,-0.755883,0.50973403,0.51728094,0.07165735,0.35717762
item_33058,0.49637127,0.32716385,0.12810034,-0.21926694,0.07099292,-0.27393568,0.4771622,0.4912386,-0.014980048,0.010087161,-0.1861373,0.8605208,0.34660074,-0.25986373,-0.28988495,0.92027676,0.6233696,0.17852522,-0.3416557
item_33059,-0.07441911,-0.12534398,-0.2800061,0.3858016,0.26649714,0.037852194,-0.69563705,0.19415966,-0.6495936,-0.15792339,-0.22806562,-0.10489694,-0.13768868,0.133491,0.23441795,-0.50600874,-0.29782042,0.035164647,0.08925875
item_33060,-0.11393756,0.25913677,-0.020565515,-0.4006177,0.62774086,0.6736244,-0.5299848,0.103801735,-0.15992644,-0.30751315,-0.011763545,-0.21050464,-0.12489643,0.61333644,0.060779013,-0.38838425,-0.8116975,0.35902712,-0.12776408
item_33061,0.057659935,-0.048576064,0.08939374,0.09830353,0.25537863,-0.42501524,0.81881016,0.6446248,0.11773866,0.47221094,-0.37561247,0.44275063,0.33921817,-0.66638076,-0.08160647,0.6695835,0.6613581,-0.13119404,0.057239927
item_33062,-0.054697063,-0.28576252,-0.25529677,0.06704281,0.0047375187,-0.51684403,0.82853025,-0.34305242,0.43037894,0.4379276,-0.072140954,0.2426771,-0.21641256,-0.37335262,0.004486397,0.1481165,0.22041638,-0.13589899,-0.2091421
item_33063,-0.13538201,-0.65581965,0.07871561,0.07551561,-0.19092229,-0.98682916,-0.07399918,-0.0722484,0.39672464,0.06428042,0.08238423,-0.16356856,0.029528135,-0.35929596,0.0071599144,0.5966387,0.3863939,0.051810425,0.2697983
item_33064,0.6351799,-0.04432591,0.5350586,0.56448615,0.069013685,-0.0050428426,0.52830815,-0.012428591,0.51646507,0.45825335,0.17304076,-0.35232386,0.20533594,-0.28595856,-0.09704394,0.01936773,0.72421765,0.03909393,0.6106783
item_33065,0.6378265,-0.47841725,0.22688478,-0.03254826,0.26474035,-0.34774506,0.8301358,-0.09825575,-0.084683485,-0.10756589,-0.45228952,-0.13511153,-0.25238365,-0.20478612,0.15511602,-0.16835745,0.33966434,0.0884536,-0.073131114
item_33066,0.49060413,0.7631874,0.19243102,0.31049287,-0.04343974,-0.32893345,0.51844025,-0.13786526,0.19710667,0.12808011,0.42445406,0.016255315,0.100967005,-0.32611352,-0.11160508,0.28560358,0.33919322,0.07265781,0.13264222
item_33067,0.31789878,0.7597413,0.4126062,0.558404,0.12934023,-0.1750131,0.41954845,-0.019488305,0.13774319,0.44777152,0.28941852,-0.32710454,-0.5079457,-0.26364762,0.03464483,0.47680172,0.35685754,0.17469718,0.13254236
item_33068,0.13636999,-0.19163811,0.049971398,0.37317985,-0.07685311,0.26623827,0.54511875,0.6806609,-0.07887725,-0.14941067,0.13152434,0.10240272,-0.14352377,-0.61726063,0.20552565,-0.15384485,0.40127605,0.024392147,0.054103833
item_33069,-0.20013824,0.021591282,-0.15454629,0.4730743,-0.006946666,-0.5668471,0.40939003,0.40405527,-0.38330883,0.41403654,0.4565355,0.5481662,-0.5430917,0.09125116,-0.44145992,0.5980313,0.53383636,0.19041705,0.61229503
item_33070,-0.056197084,-0.4529599,-0.01980363,-0.1842479,-0.25977668,0.5503748,0.049092524,0.027773952,-0.34337872,-0.15824376,-0.051497493,0.26501957,0.17315328,-0.324051,-0.6919382,0.40160617,0.9162704,0.13783824,0.050758213
item_33071,0.041183513,0.4398154,-0.1956893,0.19435354,-0.45986196,-0.34948137,0.36237016,0.019824065,-0.13305838,-0.08354503,-0.38859558,0.6813867,-0.13289377,-0.7022634,-0.22472051,0.30708247,0.8998113,0.21382831,-0.07725739
item_33072,0.85527396,0.010875595,0.7016888,0.11105438,0.28444186,0.20125064,0.048650596,0.085671745,0.25589848,-0.32635888,-0.12718436,-0.06883318,-0.2966074,-0.5427997,0.16151023,0.74734646,1.0694106,-0.040300895,-0.14549634
item_33073,0.8781448,0.016399017,-0.10198377,0.22572042,0.31807396,-0.33439997,0.35660252,0.18564533,0.08151175,0.06237345,-0.021031346,0.31893295,-0.23924865,-0.6479787,0.23468648,0.45520347,0.69593567,-0.32012042,-0.008767581
item_33074,0.4381638,0.450908,-0.081089,-0.18752605,-0.2151293,-0.6812273,0.45393053,0.3789777,-0.0020209355,-0.36086455,0.23219925,0.54149306,-0.5525856,0.08878864,-0.27843854,0.49975866,0.6089917,-0.097133204,0.18840714
item_33075,0.3179625,-0.45837402,-0.21720216,0.3127541,-0.24404514,-0.67242396,0.5179174,-0.14466293,0.4534066,0.0033355772,-0.13631846,-0.10847535,-0.15262768,-0.3124558,-0.14189588,0.5725277,0.5272281,-0.27732268,-0.10544373
item_33076,0.2708013,0.14170092,0.09602051,0.28948307,-0.058389086,-0.3837517,-0.19397575,-0.15182807,-0.356401,0.27828896,0.30998114,-0.117385335,-0.36489525,-0.4743784,-0.16525975,0.57120246,0.49779567,-0.08588259,-0.17456706
item_33077,0.06788121,0.1543839,-0.035232544,0.25029522,-0.15105714,-0.47790542,0.36297196,0.46854582,-0.44795972,-0.07211995,0.17299768,-0.041230604,-0.09570868,-0.14672476,-0.856414,0.4612026,0.910933,0.046915602,0.11600628
item_33078,-0.43456027,0.0049645253,-0.16976508,0.05840546,0.29202327,0.46404526,-0.062210888,0.14357978,-0.3124843,-0.14363681,0.2132045,-0.4969581,0.24427788,0.28936353,0.123438425,-0.7557195,-0.11825912,0.122558154,-0.1232769
item_33079,-0.44220784,-0.048665434,-0.5295026,-0.4478941,0.46092495,0.89094967,-0.42643556,0.080497466,-0.36553743,0.17769037,0.17801422,-0.39818802,0.42512614,0.13349469,-0.07996368,-0.06920901,0.036083832,-0.2358757,0.29894578
item_33080,-0.12565361,-0.3581725,-0.3602202,-0.18459243,-0.19401497,0.037271716,0.32815424,-0.120716296,-0.56116813,-0.11790074,0.13605383,0.67423743,0.72857213,0.45124295,0.1931849,-0.31553063,-0.9307349,-0.023834571,-0.08457659
item_33081,0.55217147,0.066479094,-0.5116697,0.054933604,-0.08644221,0.40915808,0.29682168,-0.23414533,-0.119707674,-0.55427426,-0.10778426,0.73527944,0.08464486,-0.6806025,0.19909988,-0.13386975,0.17118281,0.26844305,0.17955743
item_33082,0.42715746,-0.0051315017,-0.26423585,0.17729801,-0.075008765,0.15576094,-0.19774587,0.398501,0.21466787,-0.36432022,-0.17433268,0.76635677,0.050679702,-0.58081293,-0.19984333,0.35347432,-0.29170185,0.060068496,0.33707133
item_33083,0.016385349,-0.6269179,-0.11493585,-0.06816917,0.21735868,0.24081385,0.20469813,0.51313806,-0.494656,-0.4782939,0.0076215877,0.86909556,-0.2774804,-0.4249511,-0.3524048,0.31953704,0.3447371,-0.06015383,0.32839352
item_33084,0.59718984,0.12183323,-0.48055232,-0.010342842,0.16688995,-0.16279323,0.623544,0.46373656,-0.43455732,-0.5639056,0.07721912,0.08617711,-0.92608964,-0.40686828,0.013290316,0.3455457,0.07698396,0.3286598,-0.43431464
item_33085,-0.536609,-0.36145794,-0.048044782,-0.106007695,0.027767822,-0.05838092,0.26707333,0.18012099,0.05659299,0.37657073,-0.012259948,0.5118596,0.024424491,-0.81561977,-0.20688966,0.2934295,0.33718517,0.1893648,-0.120472945
item_33086,0.097723655,0.18302697,-0.17905243,0.6180966,0.5274317,-0.8154895,0.35785514,0.15423366,0.23894094,-0.027150234,0.06567612,-0.4739736,-0.93846834,-0.164853,-0.09078618,0.93033034,0.35607144,0.29628685,-0.053069383
item_33087,-0.7645829,-0.02514405,-0.30866805,0.0018029183,-0.32098684,0.48448417,-0.21974978,-0.17924291,-0.27136445,-0.045889538,-0.4941165,-0.3006453,0.30315676,0.43764496,-0.43801787,-0.24660645,-0.29872394,-0.16776542,0.3596503
item_33088,0.18833311,0.64809245,-0.1379996,0.017017206,0.032225303,0.48622602,0.012726157,0.25362927,-0.006839037,0.062251367,-0.3945736,-0.5501481,-0.010978834,0.30898988,0.27319443,-0.16298242,-1.0840076,0.2881295,0.21829402
item_33089,0.23812532,-0.23707454,-0.4113197,-0.08111558,-0.4471145,0.060936425,0.3618684,0.70600975,0.196825,0.060143102,-0.2380344,0.3482937,-0.788542,-0.13262469,0.17555264,0.73613256,0.096240625,-0.15862978,-0.20156161
item_33090,0.5236756,-0.54919624,-0.4490799,-0.16390073,-0.3082289,-0.06920826,-0.107599996,0.35945123,-0.07625337,0.012427795,-0.16972794,-0.23990671,-0.57083476,-0.80386436,0.24838823,0.6682371,0.44307953,-0.2689732,-0.21712723
item_33091,0.5314978,-0.7361136,-0.11036936,0.21148436,0.18766777,-0.61072445,-0.07517845,0.15793122,0.04239219,-0.40970832,0.035019174,0.804696,0.815414,-0.539068,-0.05115148,0.51435167,0.14787136,-0.20165026,-0.14236064
item_33092,0.15109356,0.50879663,-0.11980849,0.19740553,-0.12742668,0.22274199,0.4759695,0.011299652,-0.17955099,-0.4223513,0.93133605,-0.018603144,-0.30047616,-1.0117002,-0.1320951,0.055492613,0.88514984,-0.177368,0.20334171
item_33093,0.6002722,-0.5027109,0.13577642,-0.17124406,-1.0060776,-0.7399685,0.06712784,0.10828805,0.1892787,0.29960617,0.0036268695,0.40140128,-0.11627325,0.5171028,-0.54790235,0.3158594,0.76850915,-0.36885715,-0.2588989
item_33094,-0.6395535,-0.13576895,-0.24156384,-0.029984286,0.44557253,0.37308627,-0.37840047,0.104203865,0.34075645,0.38179606,0.0999758,-0.546394,-0.11031087,0.35629934,0.03375147,-0.4684889,-0.34763393,-0.07139661,0.19725515
item_33095,-0.54492617,-0.089271516,0.090178244,-0.0008852875,0.7811913,0.15665297,0.07588483,0.16822396,0.25645012,0.4730717,0.5953143,-0.30425364,0.0049973885,0.3181254,-0.0005192176,-0.6978599,-0.34736204,-0.18590099,-0.16100208
item_33096,0.26720035,-0.22638907,-0.15176588,-0.049803477,-0.28506583,-0.3080039,0.26769212,-0.019930316,0.13562085,0.059121754,0.15511492,0.096386224,0.30576253,-0.13091618,-0.5241309,0.484969,0.47432932,0.18810846,-0.30434853
item_33097,-0.09020477,-0.28679824,-0.5536346,0.27837813,0.0088456655,-0.5487902,-0.13851319,-0.15144122,-0.26505738,-0.1930835,0.15266447,0.2157349,-0.48380265,-0.3393618,0.6554065,0.6139638,0.08286137,0.42026946,-0.030103816
item_33098,0.40509018,0.41995928,0.6469485,0.2639181,-0.3295484,-0.07646327,0.4452158,0.090147845,0.05522801,-0.3535005,-0.1285745,0.33263454,-0.47451678,-0.3865839,0.16410998,0.46505114,-0.05496244,-0.23398364,-0.3504849
item_33099,0.5556298,-0.09963043,0.57993674,0.2526953,0.40373123,-0.15297574,0.18661207,-0.07859283,0.041426245,-0.3143787,-0.3481189,0.44506845,0.07924759,0.094403386,-0.16748369,0.42826,0.32177708,0.24193938,0.16404544
item_33100,0.021622516,-0.4249649,0.39363655,-0.11885938,0.23813379,-0.11799624,0.37909657,0.059757832,-0.13084294,-0.33640233,0.011167702,0.1077334,-0.40576926,-0.72048473,-0.3091755,0.20580652,0.22682181,-0.18981282,0.11255175
item_33101,-0.093983315,-0.38103357,-0.055452958,-0.5255025,-0.4438492,-0.16617523,0.60312694,0.34400156,-0.14226295,0.4168117,-0.17793536,0.1705966,-0.10128157,-0.3969304,-0.1603061,0.33097103,0.91253984,-0.24486403,0.293124
item_33102,0.20681378,-0.3982411,0.0442731,0.55658036,-0.0432597,-0.35134384,0.6413332,-0.18692295,0.052284516,-0.16652521,-0.17668748,0.35514078,-0.5412218,-0.35793933,0.13041732,0.40951535,0.24680182,0.093574554,-0.09222896
item_33103,0.30576485,-0.28250474,-0.116769284,0.033974674,-0.42522654,-0.12006245,0.7314288,-0.063449115,-0.280519,0.14630534,-0.079466656,0.8743425,0.1822475,-0.1568382,-0.5027724,1.0877256,0.07501147,-0.12981927,-0.09384582
item_33104,0.36214346,-0.2839399,-0.17347412,0.18527684,-0.37354082,-0.5195649,0.35034811,-0.4112021,-0.31506607,0.22909456,0.21381377,0.606097,-0.0657228,-0.1942838,-0.42023602,0.7231726,0.7727406,-0.27474836,-0.14614272
item_33105,0.22383904,0.46284512,0.4030894,-0.09201233,-0.3122928,-0.22938852,0.32036996,0.524956,0.13536306,-0.24117766,0.15457115,0.2797356,-0.04156114,-0.060382165,0.087419726,0.61983794,0.90887445,-0.2899375,-0.32804072
item_33106,-0.110276856,-0.8437813,-0.20250484,-0.15770875,-0.5160686,0.03843994,0.44514638,0.15076363,-0.20128013,-0.235602,-0.11230542,0.30840144,-0.12931757,-0.4583118,-0.30376792,-0.38429323,1.1911013,0.11514005,0.20026886
item_33107,0.43728414,-0.8270258,0.317624,-0.084071904,-0.35026363,0.05298538,0.20781805,0.3692136,0.3602084,-0.27131504,0.033102013,0.096720956,-0.3217483,-0.52322227,-0.15207581,-0.19430469,0.43176928,-0.050874256,-0.10167366
item_33108,0.3927109,0.1278986,-0.07920307,-0.1500231,0.14673495,0.14480281,0.46234924,0.44744065,-0.14257312,-0.012440988,0.020682232,0.10339665,-0.41741088,-0.7062988,-0.008757906,0.26220322,-0.026653202,0.1949029,0.19752273
item_33109,0.65895593,0.16334434,-0.36296102,0.33815885,0.14487344,0.25705412,0.02056411,0.09159862,0.006683093,-0.365931,0.008596239,0.6990944,-1.1614434,-0.46477434,-0.11733557,0.16844304,-0.075258575,0.07144171,-0.05979632
item_33110,0.3387934,0.35511246,-0.18054952,0.28838548,0.19704747,0.10364955,0.3866947,-0.57181966,-0.3007462,-0.4454252,0.1508909,0.6519593,-0.9997845,-0.7291029,-0.29372057,0.55810535,0.24490267,0.47262734,0.09283424
item_33111,0.48880497,-0.18981948,-0.58313525,0.3031636,0.5145799,0.22767761,-0.020730762,0.1680658,0.17723335,-0.3078962,0.23677602,0.06755172,-1.5174699,0.25289333,-0.17035274,0.056092866,0.47143012,0.23931095,-0.34041944
item_33112,-0.054495078,0.13741568,-0.477736,0.44687733,0.5812192,0.12561548,0.37249932,0.0119827585,-0.34176233,-0.1351897,0.19807677,0.18768224,-0.452088,-0.6858927,-0.09681795,0.44133806,0.30862442,0.26263276,-0.15966527
item_33113,0.3550469,0.46291402,-0.10326253,0.04328165,0.37717855,0.647691,0.26047128,-0.27231973,-0.2870838,-0.0054868055,-0.15187989,0.096137464,-0.5180165,-0.46025926,0.24811327,0.48086372,0.34883302,0.29870957,0.2478715
item_33114,-0.32733676,0.11646091,-0.047705445,0.116099395,-0.13084976,-0.15883711,0.34796545,0.22131814,-0.14927734,-0.029500773,-0.11624663,0.34432825,-0.06308706,-0.4176525,-0.27843803,0.5560195,0.32701257,-0.3310681,0.11923926
item_33115,-0.1697174,0.32717824,-0.32536763,0.28101492,0.42043567,0.15368918,-0.030647608,-0.12458972,-0.0361271,-0.24184279,0.10985177,0.8838784,-1.0859085,-0.42818922,-0.469676,0.05273016,0.6503146,0.32027122,0.04279568
item_33116,0.26436418,0.28083196,-0.6132105,0.5451812,0.24770325,-0.08890908,0.1510109,0.41624436,-0.3734682,-0.57296205,0.24059235,0.8234518,-0.9638967,0.28563315,-0.24529363,0.30280873,-0.22150764,-0.016725592,-0.268607
item_33117,0.15267822,-0.15876508,0.07820846,-0.16461371,-0.048186008,-0.51783943,0.61626905,0.24468897,-0.3210065,0.16802081,0.07374825,-0.008821199,0.295835,-0.3184507,0.1533228,0.26048514,0.24825656,0.38661116,0.21489695
item_33118,0.5059337,0.024475826,0.08571728,0.24607052,0.053047094,0.48278674,0.60163534,0.091145165,-0.062376555,0.32518375,-0.017677149,-0.09887087,0.121557474,-1.4162943,0.23375344,0.160234,0.284848,0.23057851,0.13611034
item_33119,0.091112316,0.095559195,0.14480509,0.37846705,-0.09595657,-0.09011511,0.8550187,-0.19128457,-0.6610981,0.081153765,-0.41562057,0.11098996,-0.5035868,-0.8487555,0.4505016,0.18139051,0.28637528,0.15389967,-0.32356006
item_33120,-0.24120632,-0.2787729,-0.12760536,-0.19128293,0.27104208,-0.18516606,-0.11335158,0.3973213,0.27369264,0.15950768,-0.12634756,0.86095136,0.32512975,-0.43291816,-0.25956446,-0.004109576,0.44036126,-0.10447511,0.41106674
item_33121,-0.23629744,-0.09048347,-0.16012497,-0.06149155,0.7284277,-0.08824807,0.45997408,0.66472846,0.37329146,0.14768581,-0.099591844,0.26239935,-0.3902882,0.18897665,-0.012561989,0.73630095,0.58095,0.31455937,0.005159595
item_33122,0.14036259,-0.19431002,-0.42845824,-0.20580702,0.042487383,-0.18641439,0.6494404,0.46506888,0.6561973,0.67957854,0.08655679,0.18946138,-0.24763878,-0.2621244,0.15629299,0.5124311,0.5176319,0.5001238,0.55358136
item_33123,-0.26104563,0.23555656,-0.2780916,0.06720085,-0.14346738,0.5058144,-0.16245693,-0.061142214,-0.55357987,0.023707513,-0.07059033,-0.0956469,-0.062370393,0.34600085,0.43231544,-0.027256127,-0.6373592,0.06651848,-0.017707001
item_33124,-0.36539206,-0.19055362,-0.52472913,0.18254541,0.0026678347,0.50121784,-0.39744636,-0.18628809,-0.66133577,-0.14123838,-0.0405359,-0.46859372,0.12895659,0.49419367,0.19669539,-0.43463212,-0.2875387,-0.08627203,0.021535171
item_33125,0.3017792,-0.2613098,-0.0781702,-0.15964647,-0.16191162,-0.006980565,0.33774734,0.11109896,-0.095437564,0.07447503,0.041545253,-0.06467867,0.024423761,0.032850545,-0.6727016,0.714756,0.73281956,-0.2508781,0.11040924
item_33126,0.109712966,-0.33809856,0.33399254,0.0038435226,0.338646,-0.1977692,0.34749827,-0.17367777,0.028549181,-0.0030379395,0.4409766,0.43316495,-0.285908,-0.10008382,-0.10871341,0.5833092,0.3406129,-0.069578834,-0.2037194
item_33127,0.5013777,-0.47680426,-0.4306495,0.116473764,0.12252941,-0.10071787,0.38420722,-0.14619946,0.20107973,-0.22655705,-0.34738857,0.2726213,-0.2956822,-0.4115462,0.00833504,-0.55966073,0.8077109,0.17183174,0.25508997
item_33128,-0.2077746,0.10148959,-0.021337599,0.1004384,-0.3865377,-0.39405152,-0.048880216,0.22791559,0.3175506,0.1569793,-0.2800665,0.8070208,0.48971575,-0.33060247,0.013944485,0.9087011,0.2701701,-0.35816592,0.27894428
item_33129,0.2531533,0.03713695,0.04154492,-0.38940772,0.08235031,0.03674301,0.42049196,-0.29806468,0.48929176,-0.09018757,0.06387585,0.1553527,-0.5538894,0.0015606689,0.35147572,0.30792806,0.45358247,-0.13485698,0.176851
item_33130,1.0448674,-0.3757052,-0.35983273,0.5788055,-0.5283999,0.17187676,0.40021485,-0.38487166,-0.008297203,-0.11092685,-0.18835895,0.62557435,-0.33481058,-0.35006472,0.11281493,-0.53354657,0.28973642,-0.01384056,-0.1732207
item_33131,0.40591484,-0.26889727,-0.5744182,0.27436674,0.2945432,-0.20995697,0.32760882,0.023342889,0.08881911,-0.1971149,-0.4574893,0.0725619,-0.385194,-0.97639185,0.0018018584,0.049790554,0.21760371,0.3698472,-0.21361603
